Date,Open,High,Low,Close
12-03-1996,976.22,974.71,976.46,969.15
13-03-1996,992.14,973.75,992.54,972.77
14-03-1996,991.14,993.72,1002.68,990.41
15-03-1996,981.87,989.55,989.98,981.67
18-03-1996,962.09,977.71,977.71,961.37
19-03-1996,947.09,961.12,964.08,945.07
21-03-1996,965.57,957.88,967.75,957.88
22-03-1996,956.11,962.34,962.34,950.07
25-03-1996,953.98,956.89,957.19,952.25
26-03-1996,957.14,952.87,958.58,949.28
27-03-1996,974.17,965.84,975.6,965.84
28-03-1996,997.32,976.91,997.32,976.91
29-03-1996,985.3,998.16,998.16,985.3
01-04-1996,994.8,988.33,995.01,988.33
02-04-1996,1003.28,996.07,1005.68,996.07
03-04-1996,1013.47,1013.41,1019.09,1012.79
04-04-1996,1010.94,1012.29,1012.29,1000.9
08-04-1996,1032.13,1024.4,1034.72,1024.4
09-04-1996,1029.07,1035.61,1041.05,1028.78
10-04-1996,1029.28,1030.57,1035.79,1027.07
11-04-1996,1025.18,1024.37,1026.52,1022.31
12-04-1996,1032.19,1023.84,1033.17,1023.84
15-04-1996,1046.45,1038.03,1050.48,1038.03
16-04-1996,1058.71,1046.8,1060.85,1046.8
17-04-1996,1096.28,1067.93,1096.28,1067.93
18-04-1996,1121.68,1107.76,1124.93,1107.76
19-04-1996,1131.74,1124.3,1142.26,1124.3
22-04-1996,1106.93,1136.28,1136.28,1102.83
23-04-1996,1095.82,1090.04,1100.51,1090.04
24-04-1996,1145.11,1136.97,1145.11,1126.77
25-04-1996,1120.82,1157.94,1160.16,1110.61
26-04-1996,1123.63,1133.17,1133.17,1106.29
29-04-1996,1118.37,1112.7,1118.69,1107.51
30-04-1996,1114.36,1118.1,1118.23,1112.44
01-05-1996,1137.86,1141.65,1141.65,1133.92
02-05-1996,1132.05,1131.96,1132.05,1123.15
03-05-1996,1119.48,1126.08,1127.99,1119.34
06-05-1996,1088.22,1108,1108,1087.86
07-05-1996,1093.09,1086.66,1094.97,1086.66
08-05-1996,1108.53,1082.78,1113.62,1075.94
09-05-1996,1090.53,1101.41,1107.41,1089.87
10-05-1996,1078.63,1076.97,1080.91,1063.75
13-05-1996,1088.1,1081.68,1090.16,1080.68
14-05-1996,1105.47,1087.94,1107.44,1085.85
15-05-1996,1115.97,1107,1117.41,1095.67
16-05-1996,1128.59,1128.45,1141.64,1126.29
17-05-1996,1115.54,1122.42,1122.42,1113.59
20-05-1996,1083.67,1094.6,1094.6,1083.56
21-05-1996,1074.86,1077.18,1082.52,1074.19
22-05-1996,1081.13,1082.25,1086.07,1079.61
23-05-1996,1076.71,1079.89,1079.89,1073.76
24-05-1996,1085.03,1079.77,1087.77,1077.87
27-05-1996,1065.29,1080.55,1080.55,1065.29
28-05-1996,1063.36,1054.62,1065.61,1046.95
29-05-1996,1096.76,1074.23,1100.59,1074.23
30-05-1996,1082.84,1095.86,1095.86,1082.58
31-05-1996,1089.92,1086.46,1089.92,1083.73
03-06-1996,1108.87,1098.18,1109.99,1098.18
04-06-1996,1105.64,1114.55,1118.13,1104.32
05-06-1996,1113.14,1108.78,1115.06,1104.45
06-06-1996,1129.82,1129.17,1132.62,1127.52
07-06-1996,1133.44,1126.39,1134.86,1126.39
10-06-1996,1141.35,1136.86,1144.15,1136.86
11-06-1996,1143.06,1137.74,1145.68,1136.77
12-06-1996,1163.87,1164.83,1171.01,1163.58
13-06-1996,1168.4,1166.37,1172.34,1164.66
14-06-1996,1196.06,1169.26,1198.35,1169.26
17-06-1996,1185.37,1202.58,1203.11,1184.36
18-06-1996,1181.95,1176.48,1184.18,1173.66
19-06-1996,1168.03,1180.78,1190.03,1163.46
20-06-1996,1169.48,1163.68,1170.54,1150.4
21-06-1996,1157.42,1168.72,1170.01,1155.56
24-06-1996,1146.78,1157.92,1159.92,1138.88
25-06-1996,1127.78,1147.28,1154.22,1123.79
26-06-1996,1119.85,1127.43,1134.43,1116.96
27-06-1996,1127,1119,1130,1107
28-06-1996,1122,1128,1136,1119
01-07-1996,1109,1121,1121,1105
02-07-1996,1100,1109,1111,1098
03-07-1996,1080,1100,1100,1076
04-07-1996,1088,1080,1099,1056
05-07-1996,1093,1089,1104,1088
08-07-1996,1103.47,1095.08,1106.36,1095.08
09-07-1996,1088.76,1104.01,1104.13,1082.41
10-07-1996,1086.62,1083.49,1093.27,1072.48
11-07-1996,1097.44,1089.45,1103.19,1089.45
12-07-1996,1089.35,1096.85,1099.2,1086.07
15-07-1996,1093.38,1089,1098.35,1081.22
16-07-1996,1083.47,1100.14,1105.94,1076.92
17-07-1996,1108.58,1087.07,1117.95,1087.07
18-07-1996,1118.68,1109.17,1126.14,1109.17
19-07-1996,1119.27,1118.92,1126.71,1112.35
22-07-1996,1121.37,1125.81,1127.13,1115.06
23-07-1996,1092.14,1125.15,1127.08,1086.28
24-07-1996,1069.43,1090.74,1090.74,1049.88
25-07-1996,1062.68,1069.27,1075.79,1060.6
26-07-1996,1051.24,1062.04,1066.12,1046.46
29-07-1996,1033.97,1054.51,1057.84,1030.87
30-07-1996,1014.91,1031.01,1031.01,999.03
31-07-1996,1042.81,1017.06,1047.04,1004.76
01-08-1996,1036.63,1047.47,1054.08,1035.3
02-08-1996,1032.94,1036.34,1036.48,1024.8
05-08-1996,1032.29,1035.73,1038.2,1030.34
06-08-1996,1035.51,1031.8,1038.04,1023.73
07-08-1996,1048.59,1036.59,1050.54,1033.52
08-08-1996,1039.24,1050.43,1054.29,1037.94
09-08-1996,1037.91,1038.76,1042.25,1033.46
12-08-1996,1032.17,1038.11,1039.93,1030.4
13-08-1996,1024.43,1031.05,1031.05,1021.67
14-08-1996,1018.48,1021.18,1027.95,1017.43
16-08-1996,1002.25,1018.28,1019.64,1001.35
19-08-1996,975.66,1001.19,1001.19,972.96
20-08-1996,977.34,973.13,980.78,968.76
21-08-1996,999.19,980.23,1001.84,980.23
22-08-1996,1002.17,1001.45,1010.4,999.85
23-08-1996,1012.71,1001.38,1014.78,1000.49
26-08-1996,1009.04,1011.12,1016.63,1007.25
27-08-1996,1014.68,1009.9,1016.59,1006.02
28-08-1996,1027.09,1015.01,1029.49,1015.01
29-08-1996,1025.86,1028.7,1035.59,1024.67
30-08-1996,1029,1025.91,1029.89,1023.44
02-09-1996,1036.95,1028.91,1039.98,1028.91
03-09-1996,1023.27,1039.84,1046.51,1017.46
04-09-1996,1026.41,1022.37,1028.26,1012.15
05-09-1996,1037.47,1028.06,1038.31,1028.06
06-09-1996,1032.09,1038.04,1038.79,1029.96
09-09-1996,1013.88,1030.42,1031.22,1012.34
10-09-1996,1001.15,1014.87,1014.87,996.75
11-09-1996,991.34,1001.86,1008.79,989.71
12-09-1996,989.28,990.88,992.68,981.01
13-09-1996,980.72,991.65,991.86,979.8
16-09-1996,962.27,980.69,980.69,959.65
17-09-1996,971.21,965.02,975.19,962.93
18-09-1996,994.43,972.73,996.97,969.67
19-09-1996,977.76,996.41,1001.25,975.85
20-09-1996,977.03,979.14,984.45,973.09
23-09-1996,968.84,976.08,976.08,963.19
24-09-1996,968.91,968.78,972.74,965.69
25-09-1996,971.29,967.98,981.75,967.98
26-09-1996,959.31,970.76,970.89,955.6
27-09-1996,947.23,958.79,958.83,942.05
30-09-1996,943.96,945.68,948.41,932.27
01-10-1996,936.27,944.51,945.66,933.56
03-10-1996,924.92,937.16,943.38,921.18
04-10-1996,904.12,924.93,925.93,898.47
07-10-1996,874,905.76,905.76,859.65
08-10-1996,873.9,872.57,876.78,850.52
09-10-1996,874.72,873.18,875.85,859.35
10-10-1996,898.42,874.2,900.53,872.83
11-10-1996,908.79,900.11,915.59,897.6
14-10-1996,892.05,907.26,907.26,890.71
15-10-1996,897.77,892.07,902.74,885.23
16-10-1996,892.77,896.63,905.11,891.16
17-10-1996,892.07,891.42,893.33,880.76
18-10-1996,895,892.61,899.51,888.61
22-10-1996,919.09,896.87,924.83,896.87
23-10-1996,951.29,924.2,953.44,924.2
24-10-1996,932.77,953.48,956.45,928.45
25-10-1996,936.95,929.42,939.73,929.42
28-10-1996,935.89,936.84,948.37,934.64
29-10-1996,926.39,936.78,936.78,922.89
31-10-1996,909.29,927.31,927.31,897.23
01-11-1996,906.68,910.32,915.39,904.95
04-11-1996,890.13,906.56,906.56,886.68
05-11-1996,881.57,890.19,894.4,878.29
06-11-1996,866.57,879.81,880.15,851.77
07-11-1996,874.89,867.24,876.25,866.76
08-11-1996,884.64,876.11,885.68,876.11
10-11-1996,880.36,885.21,886.84,878.57
11-11-1996,891.27,879.28,895.64,876.83
13-11-1996,896.84,895.98,898.54,889.47
14-11-1996,889.39,895.67,897.92,885.21
15-11-1996,894.31,888.58,894.62,885.62
18-11-1996,904.05,893.95,904.89,893.95
19-11-1996,897.58,904.5,905.61,895.86
20-11-1996,876.61,897.99,897.99,875.36
21-11-1996,869.82,876.36,878.26,866.97
22-11-1996,850.33,867.82,868.18,848.13
25-11-1996,852.26,850.24,859.24,826.99
26-11-1996,855.48,856.31,870.84,847.6
27-11-1996,829.08,848.17,848.21,822.17
28-11-1996,825.47,829.28,835.15,823.26
29-11-1996,830.32,825.59,833.81,825.59
02-12-1996,820.25,830.48,834.92,818.61
03-12-1996,809.43,819.77,819.77,804.46
04-12-1996,788.15,805.4,805.82,775.43
05-12-1996,802.23,786.37,808.21,781.54
06-12-1996,808.19,805.51,815.03,805.47
09-12-1996,808.69,809.03,816.2,804.97
10-12-1996,803.2,807.73,808.53,797.66
11-12-1996,837.07,806.46,839.13,803.68
12-12-1996,827.25,838.86,847.36,825.52
13-12-1996,824.62,826.54,826.54,814.89
16-12-1996,847.27,823.71,848.88,823.71
17-12-1996,850.74,846.06,853.36,841
18-12-1996,860.4,850.69,871.84,850.69
19-12-1996,860.58,858.03,864.54,853.47
20-12-1996,884.38,864.25,887.92,864.25
23-12-1996,882,884.4,890.65,878.1
24-12-1996,884.05,881.85,887.5,874.05
26-12-1996,911.8,887.95,913.35,887.95
31-12-1996,899.1,918.15,922.1,895.6
01-01-1997,939.55,905.2,941.4,905.2
02-01-1997,927.05,941.95,944,925.05
03-01-1997,931.65,924.3,932.6,919.55
06-01-1997,927.8,932.45,937.95,925.65
07-01-1997,928.8,926.35,935.15,922.25
08-01-1997,946.7,937.35,953.1,937.35
09-01-1997,956.6,945.15,959.75,943.6
10-01-1997,980.35,962.7,984.1,962.7
13-01-1997,980.7,978.55,982.25,965.5
14-01-1997,989.3,984,994.4,977.7
15-01-1997,1041.8,997.5,1042.75,997.05
16-01-1997,1009.4,1064.05,1085.75,995.35
17-01-1997,1001.75,994.1,1009.7,976.35
20-01-1997,977,1004.1,1005.55,973.95
21-01-1997,960.5,972.1,980.2,956.45
22-01-1997,987.1,971.4,992.9,971.4
24-01-1997,985.9,991.05,991.4,979.55
27-01-1997,1009.15,993.15,1017.3,990.3
28-01-1997,1021.8,1016,1025.1,1007.95
29-01-1997,1017.2,1038.1,1043.9,1007.1
30-01-1997,1000,1010.6,1012.85,993.5
31-01-1997,972.65,988.7,988.7,965.85
03-02-1997,948.2,967.9,967.9,944.2
04-02-1997,958.3,947,963.2,944.45
05-02-1997,962.5,970.75,984.8,959.5
06-02-1997,967.75,960.75,972.4,953.95
07-02-1997,978.8,969.5,980.95,966.5
10-02-1997,981.45,981,986.75,975.15
11-02-1997,992.75,980.95,996.05,978.85
12-02-1997,1001,991.65,1008.8,990.9
13-02-1997,1002.15,998.45,1005.1,995.35
14-02-1997,1009.45,1001.3,1011.85,1001.1
17-02-1997,1020.1,1017.75,1024.3,1015.1
18-02-1997,1000.75,1020.75,1020.85,998.9
19-02-1997,1011.85,1004.05,1013.05,993.85
20-02-1997,1003.1,1009.55,1009.6,1000.55
21-02-1997,991.55,1000.75,1002,989.5
24-02-1997,964.75,988.7,988.9,961.95
25-02-1997,966.1,962.6,975.25,954.5
26-02-1997,968.85,963.95,970.5,956.75
27-02-1997,992.75,972.35,994.5,972.05
28-02-1997,998.65,998.25,1006.6,996
01-03-1997,1102.95,1070.8,1106.6,1070.8
03-03-1997,1107.7,1102.45,1140.65,1095.9
04-03-1997,1117.3,1111.75,1121.4,1098.2
05-03-1997,1132.9,1144.25,1167.95,1122.25
06-03-1997,1127.25,1127,1135.75,1119.3
10-03-1997,1078.7,1118.8,1118.8,1075.05
11-03-1997,1052,1073.8,1083.35,1046.3
12-03-1997,1074.2,1066.55,1088.65,1065.25
13-03-1997,1066.5,1076.85,1078.6,1062.7
14-03-1997,1070.1,1062.2,1076.65,1057.55
17-03-1997,1072.6,1071.95,1076.25,1065.45
18-03-1997,1064.35,1072.3,1074.5,1061.05
19-03-1997,1052.05,1074.25,1079.6,1050
20-03-1997,1054.8,1049,1059.5,1040.95
21-03-1997,1061.4,1058.7,1069.5,1058.55
25-03-1997,1058.35,1064.5,1067.25,1054.5
26-03-1997,1059.2,1062.5,1067.2,1057.5
27-03-1997,1057.8,1057.45,1059,1047.7
31-03-1997,968.3,1012.15,1012.15,966.8
01-04-1997,970.15,931.95,973.85,931.5
02-04-1997,1002.2,982.1,1004.65,982.1
03-04-1997,1010.65,1004.3,1012.75,1000.55
04-04-1997,1001,1001.9,1002,996.6
07-04-1997,990.9,997.5,998,988
09-04-1997,1030.3,1009.95,1031.15,1009.95
10-04-1997,1008.35,1024.45,1024.7,1000.3
11-04-1997,1013.4,993.3,1017.2,985.65
12-04-1997,1003.25,1004.9,1009.9,999.3
15-04-1997,1014.9,1010.65,1018.6,1010.65
17-04-1997,1035.2,1020.4,1036.15,1018.25
21-04-1997,1060.6,1041.45,1061.8,1041.25
22-04-1997,1059.8,1066.7,1073.9,1056.4
23-04-1997,1071.05,1065.95,1078.05,1063.85
24-04-1997,1067.2,1071.4,1075.9,1063.3
25-04-1997,1069.4,1065.4,1071.05,1062.95
28-04-1997,1065.4,1068.6,1070.7,1061.2
29-04-1997,1057.45,1063.6,1065.4,1052.8
30-04-1997,1079.85,1081.1,1088.4,1075.95
02-05-1997,1069,1074.7,1074.7,1063.75
05-05-1997,1045.5,1061.8,1061.8,1043.55
06-05-1997,1048.4,1045.8,1050.55,1038.75
07-05-1997,1044.4,1053.1,1055.05,1042.55
08-05-1997,1054.05,1043.7,1055.4,1039.8
09-05-1997,1053.35,1054.6,1063,1048.05
12-05-1997,1040.5,1052.8,1056.5,1039.05
13-05-1997,1031.05,1041.05,1042.25,1027.5
14-05-1997,1041.65,1030.35,1044.15,1018.15
15-05-1997,1045,1041.65,1049,1036.25
16-05-1997,1048.4,1043.4,1049.75,1041.1
19-05-1997,1050.8,1052.2,1059.25,1048.05
20-05-1997,1050.85,1051.55,1053.25,1045.3
21-05-1997,1042,1047.5,1049.7,1040.55
22-05-1997,1037.2,1042.45,1043.8,1034.35
23-05-1997,1033.7,1037,1039,1028.75
26-05-1997,1026.9,1032.15,1035.8,1025.5
27-05-1997,1025.7,1027.5,1031.5,1023.45
28-05-1997,1027,1032.5,1035.35,1024.55
29-05-1997,1038.2,1024.75,1040.05,1023.8
30-05-1997,1050.9,1039.85,1051.2,1038.3
02-06-1997,1064.95,1053.05,1066.15,1051.05
03-06-1997,1073.75,1067.65,1081.75,1067.55
04-06-1997,1085.75,1081.55,1090.95,1078.8
05-06-1997,1086.6,1089.85,1095.5,1082.85
06-06-1997,1082.75,1087.5,1091.05,1081.3
09-06-1997,1074.65,1082.95,1082.95,1071.55
10-06-1997,1081.1,1075.3,1084.15,1075.2
11-06-1997,1104.6,1090.45,1108.95,1090.45
12-06-1997,1120.7,1106.1,1122.2,1105.75
13-06-1997,1136.3,1124.95,1147.5,1122.75
16-06-1997,1129.7,1135.3,1141.05,1121.85
17-06-1997,1138.8,1134.9,1145.8,1127.15
18-06-1997,1159.8,1162.2,1171,1156.05
19-06-1997,1159.8,1151.95,1161.7,1145.35
20-06-1997,1158.35,1162.7,1174.15,1154.3
23-06-1997,1153.7,1159.6,1163,1149.3
24-06-1997,1155.3,1154.95,1161.95,1146.85
25-06-1997,1161.9,1166.1,1175,1158.9
26-06-1997,1168.2,1164,1177.6,1160.25
27-06-1997,1169.65,1168.3,1174.75,1165.95
30-06-1997,1192.4,1167.45,1194.75,1164.5
01-07-1997,1200.45,1201.3,1206.1,1193.55
02-07-1997,1222.95,1214.7,1237.05,1212.6
03-07-1997,1214.9,1222.45,1235.45,1209.45
04-07-1997,1216.1,1218.95,1222.6,1209.45
07-07-1997,1209.7,1217.4,1226.6,1208.25
08-07-1997,1198.25,1205.1,1205.8,1193.35
09-07-1997,1236.55,1211.6,1239.55,1211.6
10-07-1997,1239.15,1248.1,1252.7,1234.95
11-07-1997,1221.1,1233.5,1233.5,1217
14-07-1997,1187.05,1212.4,1215.6,1176.6
15-07-1997,1183.35,1190.5,1195.4,1180.75
16-07-1997,1183,1195.55,1207,1179.25
17-07-1997,1181.4,1182.85,1185.3,1173
21-07-1997,1165,1171.35,1171.35,1153.75
22-07-1997,1173.25,1169.55,1176.4,1165.15
23-07-1997,1200.7,1184.05,1201.75,1183.9
24-07-1997,1199.95,1204.35,1213.4,1195.2
25-07-1997,1185.05,1194.75,1195.95,1179
28-07-1997,1181.65,1185.25,1187.85,1176.95
29-07-1997,1190.3,1182.6,1190.55,1180.1
30-07-1997,1197.9,1196.65,1205.8,1195.85
31-07-1997,1221.5,1203.95,1224.7,1201.85
01-08-1997,1232.4,1224.4,1233.85,1219.9
04-08-1997,1250.4,1238.75,1254.5,1237.95
05-08-1997,1273.15,1250.5,1275.45,1249.7
06-08-1997,1292.95,1273.65,1297.1,1273.65
07-08-1997,1269.65,1292.8,1292.8,1259.05
08-08-1997,1256.95,1269.55,1269.55,1253.2
11-08-1997,1258.35,1256.85,1260,1247.65
12-08-1997,1248.45,1258.5,1272,1243.95
13-08-1997,1244.6,1248.3,1251.4,1240.9
14-08-1997,1227.9,1244.4,1245.8,1226.1
18-08-1997,1201.45,1228.4,1228.45,1198.75
19-08-1997,1180.7,1201.5,1203.15,1177.1
20-08-1997,1198.2,1179.55,1200.25,1178.65
21-08-1997,1181.5,1198.8,1212.15,1179.3
22-08-1997,1160.45,1181.55,1181.6,1158.45
25-08-1997,1144.3,1160.4,1160.4,1119.65
26-08-1997,1151.75,1144.55,1160.45,1144.05
27-08-1997,1168.4,1152.4,1184.85,1152.4
28-08-1997,1134.65,1168.4,1168.4,1132.25
29-08-1997,1105,1134.2,1134.2,1098.9
01-09-1997,1104.7,1105.45,1115,1097.95
02-09-1997,1117.15,1104.9,1125.85,1102.45
03-09-1997,1134.7,1118.45,1145.4,1118.45
04-09-1997,1137.15,1134.3,1138.8,1123.7
05-09-1997,1149.25,1137.2,1152.3,1137.2
08-09-1997,1158.25,1148.7,1160.85,1136.85
09-09-1997,1159.55,1158.3,1168.35,1154.95
10-09-1997,1154.55,1159,1159,1143.95
11-09-1997,1154.3,1154.6,1163.3,1152.55
12-09-1997,1142.85,1154.2,1154.2,1138.25
15-09-1997,1141,1142.75,1143.35,1136.3
16-09-1997,1140.15,1141.1,1149.25,1137.8
17-09-1997,1134.2,1140.3,1141.75,1132.75
18-09-1997,1109.35,1133.6,1133.6,1101.65
19-09-1997,1104.3,1109.6,1115.15,1099.6
22-09-1997,1085,1104.25,1104.25,1082.5
23-09-1997,1088.65,1084.4,1090.95,1079.6
24-09-1997,1100.85,1089.15,1108.15,1089.15
25-09-1997,1111.35,1100.85,1112.4,1098.35
26-09-1997,1116.1,1111.65,1122.25,1111.65
29-09-1997,1125.7,1124.9,1133.4,1122.6
30-09-1997,1123.8,1125.65,1125.65,1112.5
01-10-1997,1114.7,1123.45,1123.45,1102.45
09-10-1997,1134.55,1119.1,1135.95,1118.65
10-10-1997,1163.55,1135.3,1166.05,1133.6
13-10-1997,1156.95,1165.5,1177.5,1153.85
14-10-1997,1137.9,1156.45,1158.8,1131
15-10-1997,1150.45,1138.45,1152.65,1138.45
16-10-1997,1168.35,1150.45,1171.6,1150.45
17-10-1997,1177.8,1168.75,1181.15,1168.7
20-10-1997,1188.2,1177.5,1189.4,1172.05
21-10-1997,1174.95,1188.2,1192,1171.2
22-10-1997,1169.85,1175.55,1184.9,1168.3
23-10-1997,1151.65,1169.4,1171.05,1140.8
24-10-1997,1136.65,1151.45,1151.45,1122.55
27-10-1997,1120.8,1136,1136,1116
28-10-1997,1032.6,1120.6,1120.6,1028.2
29-10-1997,1107,1033,1108.5,1033
30-10-1997,1085.25,1106.9,1106.9,1080.15
03-11-1997,1084,1085.75,1096.05,1071.2
04-11-1997,1090.2,1083.8,1097.05,1079.55
05-11-1997,1085,1091.2,1096.05,1081.9
06-11-1997,1080.95,1084.8,1085.2,1068.4
07-11-1997,1074.8,1081.15,1081.45,1072.15
10-11-1997,1065.9,1074.5,1074.5,1064.4
11-11-1997,1073.35,1065.9,1076.5,1064.3
12-11-1997,1045,1073.3,1073.3,1042.35
13-11-1997,1022.4,1044.55,1044.55,1013.1
17-11-1997,1024.95,1022.3,1028.5,1014.55
18-11-1997,1009.8,1025.3,1025.4,1004.2
19-11-1997,987.85,1009.55,1009.55,971.2
20-11-1997,995.15,987.7,1004.8,974.2
21-11-1997,1005.75,994.85,1014.5,990.4
24-11-1997,981.25,1005.7,1010.65,979.75
25-11-1997,1010.7,981.1,1015.2,974.7
26-11-1997,1016.85,1011.4,1028.9,1011.05
27-11-1997,1046.75,1016.95,1048.95,1011.9
28-11-1997,1023.95,1046.35,1046.35,1014.85
01-12-1997,1032.65,1023.85,1033.9,1008.45
02-12-1997,1029.8,1033.15,1041.25,1024.85
03-12-1997,1030.7,1030.2,1037.4,1022.05
04-12-1997,1011.75,1030.2,1036.6,1007.8
05-12-1997,1006.3,1011.4,1024.35,1002.45
08-12-1997,1008.8,1006.65,1014.15,1003.2
09-12-1997,984.05,1008.5,1011.5,979.7
10-12-1997,971.9,983.2,983.2,965.85
11-12-1997,973.65,971.7,978.8,943
12-12-1997,965.15,973.7,979.1,963.85
15-12-1997,979.85,965,980.65,957.2
16-12-1997,1002.35,980,1007.75,979.8
17-12-1997,1013.15,1002.25,1017.6,1002.15
18-12-1997,1009.7,1013.5,1023.85,1008.15
19-12-1997,1028.4,1009.3,1029.75,1006.8
22-12-1997,1051.4,1028.45,1053.4,1028.45
23-12-1997,1054.8,1051.45,1066.25,1049.55
24-12-1997,1054.15,1054.8,1055.5,1032.95
26-12-1997,1061.45,1054.15,1066,1054.15
29-12-1997,1079,1061.65,1081.5,1060.2
30-12-1997,1058.5,1078.75,1080.2,1054.55
31-12-1997,1079.4,1058.45,1083.35,1057.75
01-01-1998,1081.2,1078.95,1084.5,1074.15
02-01-1998,1086.2,1081,1091.3,1081
05-01-1998,1091.65,1086.6,1102.15,1086.6
06-01-1998,1079.15,1091.25,1091.25,1074.1
07-01-1998,1082.4,1079.95,1097.3,1071.75
08-01-1998,1057.75,1082.05,1082.05,1054
09-01-1998,1033.55,1057.65,1057.65,1028.7
12-01-1998,995.8,1033.2,1033.2,992.5
13-01-1998,999.1,995.7,1016.8,995.7
14-01-1998,997.55,999.45,1019.85,990.75
15-01-1998,989.65,997.5,1001.3,975.65
16-01-1998,997.8,990.05,999.8,987.1
19-01-1998,1017.25,998.3,1019.75,992.05
20-01-1998,1011.45,1017.25,1029.65,1008.8
21-01-1998,1012.4,1011.6,1017.75,1003.9
22-01-1998,992.35,1012.2,1012.2,990.85
23-01-1998,986.8,992.2,992.45,984.55
27-01-1998,963.3,986.9,988,959.4
28-01-1998,944.8,962.65,969.7,940.1
29-01-1998,941.35,944.55,944.55,929.05
30-01-1998,963.45,941.4,965.3,941.4
02-02-1998,976.6,963.45,978.05,962.25
03-02-1998,975.25,977.05,979.55,967.85
04-02-1998,967.95,975.9,988.4,965.45
05-02-1998,976.1,968.15,980.45,968.15
06-02-1998,977.65,976.1,981.2,971.9
09-02-1998,976.1,977.55,980.75,973.1
10-02-1998,963.7,976.1,976.1,962
11-02-1998,958.9,964.25,971.75,956
12-02-1998,956.65,959.05,960.25,949.65
13-02-1998,974.55,956.8,978.15,956.8
17-02-1998,991.7,974.65,1002.15,974.65
18-02-1998,988.85,992.15,997.8,984
19-02-1998,997.55,988.95,1001.1,988.95
20-02-1998,993.65,997.1,1006.25,991.85
23-02-1998,1009.6,994.1,1011.7,994.1
24-02-1998,1014.1,1009.5,1017.55,1007.4
25-02-1998,1036.05,1014.1,1037.15,1014.1
26-02-1998,1045.8,1036.3,1048.55,1032.4
27-02-1998,1060.75,1045.85,1064.15,1045.75
02-03-1998,1098.2,1060.9,1100.8,1060.9
03-03-1998,1063.5,1099.25,1101.95,1046.75
04-03-1998,1092.35,1062.7,1094.45,1062.7
05-03-1998,1083.35,1091.95,1098.9,1079.95
06-03-1998,1081.45,1083.3,1086,1073.25
09-03-1998,1099.5,1081.95,1100.4,1081.95
10-03-1998,1086.05,1099.35,1102.85,1082.7
11-03-1998,1083,1086.65,1102.6,1074.55
12-03-1998,1077.5,1083.35,1083.95,1072.4
16-03-1998,1090.45,1077.75,1102.6,1077.75
17-03-1998,1083.3,1090.25,1090.25,1072.7
18-03-1998,1103.35,1083.85,1108.2,1083.85
19-03-1998,1105.8,1103.8,1113.45,1099.8
20-03-1998,1109.6,1105.5,1112.4,1097.75
23-03-1998,1124.1,1110.1,1124.8,1110.1
24-03-1998,1120.85,1124.25,1137.8,1117.35
25-03-1998,1146.95,1121.45,1149.35,1121.45
26-03-1998,1129.5,1147.65,1156.7,1127.3
27-03-1998,1140.35,1129.5,1142.1,1121.2
